state,climate_zone,activity_type,land_size_hectares,project_age_years,avg_rainfall_mm,forest_cover_pct,soil_organic_carbon,estimated_carbon_credits_tco2e
Himachal Pradesh,Subtropical,Afforestation,159.86,10,1600,27.1,Medium,1267.49
Himachal Pradesh,Subtropical,Reforestation,297.31,5,1600,27.1,Medium,2098.45
Nagaland,Tropical Wet,Reforestation,268.74,10,2000,73.9,High,4952.18
Madhya Pradesh,Humid Subtropical,Reforestation,308.38,4,1200,25.1,Medium,1337.25
Madhya Pradesh,Humid Subtropical,Afforestation,119.71,6,1200,25.1,Medium,487.82
Manipur,Subtropical,Afforestation,161.48,4,1500,74.3,Medium,751.37
Uttarakhand,Subtropical,Afforestation,298.83,3,1800,45.4,High,1792.42
Odisha,Humid Subtropical,Regenerative Agriculture,95.64,4,1500,33.2,Medium,138.09
Jharkhand,Humid Subtropical,Afforestation,455.68,5,1300,29.6,Medium,1834.0
Bihar,Humid Subtropical,Reforestation,96.2,9,1100,7.7,Medium,560.36
Maharashtra,Tropical Dry,Regenerative Agriculture,271.8,3,1100,16.5,Medium,243.79
Madhya Pradesh,Humid Subtropical,Reforestation,51.34,1,1200,25.1,Medium,167.46
Tripura,Tropical Wet,Regenerative Agriculture,30.0,1,2200,73.7,Medium,61.04
Haryana,Humid Subtropical,Reforestation,314.52,6,600,3.6,Low,919.79
Goa,Tropical Wet,Afforestation,168.72,3,2900,60.0,High,1666.2
Punjab,Humid Subtropical,Afforestation,165.23,2,700,3.6,Medium,349.94
Mizoram,Tropical Wet,Regenerative Agriculture,23.42,6,2500,84.5,High,96.72
Madhya Pradesh,Humid Subtropical,Regenerative Agriculture,71.48,3,1200,25.1,Medium,76.29
Chhattisgarh,Humid Subtropical,Afforestation,76.34,5,1400,41.1,Medium,332.84
Uttarakhand,Subtropical,Regenerative Agriculture,276.5,9,1800,45.4,High,896.45
Karnataka,Tropical Dry,Afforestation,263.56,6,1300,20.1,Medium,1015.35
Karnataka,Tropical Dry,Reforestation,73.94,9,1300,20.1,Medium,451.33
Uttar Pradesh,Humid Subtropical,Afforestation,239.41,7,1000,6.1,Medium,1006.76
Andhra Pradesh,Tropical Dry,Afforestation,442.13,5,900,23.0,Low,930.09
Rajasthan,Arid,Reforestation,276.75,2,500,4.8,Very Low,217.42
Rajasthan,Arid,Regenerative Agriculture,64.98,10,500,4.8,Very Low,25.77
Meghalaya,Tropical Wet,Afforestation,369.32,7,2800,76.3,High,4950.41
Assam,Tropical Wet,Afforestation,115.21,1,2700,34.2,Medium,813.98
Jharkhand,Humid Subtropical,Afforestation,126.22,5,1300,29.6,Medium,539.23
Sikkim,Subtropical,Regenerative Agriculture,270.73,4,2700,47.3,High,858.88
Bihar,Humid Subtropical,Afforestation,203.69,9,1100,7.7,Medium,1102.01
Kerala,Tropical Wet,Afforestation,172.57,4,3000,52.3,High,1911.26
Telangana,Tropical Dry,Regenerative Agriculture,199.03,5,950,24.0,Low,158.95
Tamil Nadu,Tropical Dry,Afforestation,264.31,1,1000,17.4,Medium,496.13
Punjab,Humid Subtropical,Reforestation,76.74,8,700,3.6,Medium,310.6
Odisha,Humid Subtropical,Reforestation,136.4,7,1500,33.2,Medium,1065.72
Telangana,Tropical Dry,Afforestation,174.09,1,950,24.0,Low,262.96
Madhya Pradesh,Humid Subtropical,Regenerative Agriculture,201.38,6,1200,25.1,Medium,255.26
Meghalaya,Tropical Wet,Afforestation,497.15,4,2800,76.3,High,5665.05
Goa,Tropical Wet,Afforestation,344.02,8,2900,60.0,High,5109.71
Manipur,Subtropical,Regenerative Agriculture,230.66,4,1500,74.3,Medium,377.35
Karnataka,Tropical Dry,Regenerative Agriculture,251.68,4,1300,20.1,Medium,299.57
Tripura,Tropical Wet,Regenerative Agriculture,49.24,6,2200,73.7,Medium,167.34
Haryana,Humid Subtropical,Afforestation,256.01,3,600,3.6,Low,493.97
Karnataka,Tropical Dry,Reforestation,138.24,2,1300,20.1,Medium,488.78
Sikkim,Subtropical,Regenerative Agriculture,194.26,4,2700,47.3,High,611.54
Uttar Pradesh,Humid Subtropical,Regenerative Agriculture,109.63,5,1000,6.1,Medium,120.22
Haryana,Humid Subtropical,Regenerative Agriculture,74.76,7,600,3.6,Low,60.46
Maharashtra,Tropical Dry,Afforestation,115.77,2,1100,16.5,Medium,269.11
Meghalaya,Tropical Wet,Afforestation,80.71,10,2800,76.3,High,1313.41
Assam,Tropical Wet,Afforestation,169.32,5,2700,34.2,Medium,1731.44
Odisha,Humid Subtropical,Afforestation,14.41,7,1500,33.2,Medium,78.12
Manipur,Subtropical,Regenerative Agriculture,66.28,5,1500,74.3,Medium,119.59
Arunachal Pradesh,Subtropical,Afforestation,389.37,5,2800,79.3,High,3859.6
Punjab,Humid Subtropical,Reforestation,224.11,2,700,3.6,Medium,542.53
Himachal Pradesh,Subtropical,Afforestation,31.92,7,1600,27.1,Medium,193.46
Sikkim,Subtropical,Afforestation,400.44,7,2700,47.3,High,4705.28
Nagaland,Tropical Wet,Reforestation,294.69,7,2000,73.9,High,4433.02
Gujarat,Arid,Reforestation,134.36,3,800,7.6,Low,142.8
Assam,Tropical Wet,Reforestation,214.35,10,2700,34.2,Medium,4554.41
Maharashtra,Tropical Dry,Regenerative Agriculture,117.52,4,1100,16.5,Medium,117.28
Assam,Tropical Wet,Reforestation,109.85,3,2700,34.2,Medium,1364.74
Bihar,Humid Subtropical,Afforestation,478.69,3,1100,7.7,Medium,1519.67
Himachal Pradesh,Subtropical,Afforestation,315.62,4,1600,27.1,Medium,1576.8
Uttarakhand,Subtropical,Regenerative Agriculture,61.52,10,1800,45.4,High,223.15
Uttar Pradesh,Humid Subtropical,Reforestation,218.43,1,1000,6.1,Medium,619.6
Sikkim,Subtropical,Reforestation,390.45,3,2700,47.3,High,4807.12
Gujarat,Arid,Afforestation,445.72,1,800,7.6,Low,316.2
Tripura,Tropical Wet,Reforestation,184.3,7,2200,73.7,Medium,2713.98
Rajasthan,Arid,Afforestation,96.45,3,500,4.8,Very Low,70.38
Meghalaya,Tropical Wet,Regenerative Agriculture,297.25,4,2800,76.3,High,1122.36
Tripura,Tropical Wet,Afforestation,373.22,8,2200,73.7,Medium,4124.58
Tripura,Tropical Wet,Afforestation,176.74,4,2200,73.7,Medium,1374.9
Telangana,Tropical Dry,Regenerative Agriculture,81.51,2,950,24.0,Low,47.41
Bihar,Humid Subtropical,Afforestation,272.52,3,1100,7.7,Medium,922.54
Andhra Pradesh,Tropical Dry,Regenerative Agriculture,83.23,9,900,23.0,Low,84.85
Sikkim,Subtropical,Regenerative Agriculture,64.61,7,2700,47.3,High,265.13
Madhya Pradesh,Humid Subtropical,Reforestation,111.76,7,1200,25.1,Medium,628.67
Maharashtra,Tropical Dry,Regenerative Agriculture,225.87,3,1100,16.5,Medium,211.16
Andhra Pradesh,Tropical Dry,Reforestation,125.82,9,900,23.0,Low,473.17
Jharkhand,Humid Subtropical,Regenerative Agriculture,274.03,2,1300,29.6,Medium,283.7
Arunachal Pradesh,Subtropical,Afforestation,255.03,6,2800,79.3,High,2816.91
Karnataka,Tropical Dry,Reforestation,208.81,4,1300,20.1,Medium,905.92
Uttar Pradesh,Humid Subtropical,Afforestation,497.57,5,1000,6.1,Medium,1807.16
Mizoram,Tropical Wet,Reforestation,79.91,1,2500,84.5,High,857.73
Tamil Nadu,Tropical Dry,Afforestation,476.61,6,1000,17.4,Medium,1464.6
Nagaland,Tropical Wet,Reforestation,312.19,3,2000,73.9,High,3317.99
Karnataka,Tropical Dry,Reforestation,242.36,1,1300,20.1,Medium,735.07
Bihar,Humid Subtropical,Afforestation,100.82,6,1100,7.7,Medium,414.98
Madhya Pradesh,Humid Subtropical,Afforestation,353.33,1,1200,25.1,Medium,893.1
Mizoram,Tropical Wet,Regenerative Agriculture,97.09,8,2500,84.5,High,488.0
West Bengal,Humid Subtropical,Afforestation,404.23,2,1750,18.9,Medium,1551.35
Karnataka,Tropical Dry,Regenerative Agriculture,224.29,10,1300,20.1,Medium,406.72
Gujarat,Arid,Regenerative Agriculture,47.53,1,800,7.6,Low,10.22
Assam,Tropical Wet,Reforestation,355.06,8,2700,34.2,Medium,6480.89
Sikkim,Subtropical,Afforestation,53.52,4,2700,47.3,High,517.0
Arunachal Pradesh,Subtropical,Afforestation,438.31,10,2800,79.3,High,6427.64
Maharashtra,Tropical Dry,Regenerative Agriculture,250.07,10,1100,16.5,Medium,367.22
Tamil Nadu,Tropical Dry,Regenerative Agriculture,220.46,6,1000,17.4,Medium,231.14
Bihar,Humid Subtropical,Regenerative Agriculture,245.59,2,1100,7.7,Medium,233.99
Assam,Tropical Wet,Reforestation,204.59,9,2700,34.2,Medium,3991.72
Assam,Tropical Wet,Regenerative Agriculture,52.53,9,2700,34.2,Medium,248.36
Manipur,Subtropical,Reforestation,269.69,9,1500,74.3,Medium,2499.6
Karnataka,Tropical Dry,Reforestation,116.84,10,1300,20.1,Medium,816.79
Gujarat,Arid,Regenerative Agriculture,218.44,5,800,7.6,Low,73.43
Telangana,Tropical Dry,Reforestation,363.86,1,950,24.0,Low,699.94
Andhra Pradesh,Tropical Dry,Reforestation,354.62,9,900,23.0,Low,1313.97
Sikkim,Subtropical,Reforestation,308.42,5,2700,47.3,High,4592.99
Tamil Nadu,Tropical Dry,Regenerative Agriculture,180.73,5,1000,17.4,Medium,183.36
Manipur,Subtropical,Regenerative Agriculture,79.37,7,1500,74.3,Medium,155.88
Telangana,Tropical Dry,Reforestation,37.57,6,950,24.0,Low,119.16
Karnataka,Tropical Dry,Reforestation,105.67,8,1300,20.1,Medium,593.33
Himachal Pradesh,Subtropical,Afforestation,388.61,3,1600,27.1,Medium,1791.04
Assam,Tropical Wet,Afforestation,455.65,3,2700,34.2,Medium,4031.63
Nagaland,Tropical Wet,Reforestation,99.81,7,2000,73.9,High,1570.53
Punjab,Humid Subtropical,Regenerative Agriculture,190.79,2,700,3.6,Medium,124.64
Gujarat,Arid,Reforestation,112.69,6,800,7.6,Low,149.67
Jharkhand,Humid Subtropical,Reforestation,50.84,10,1300,29.6,Medium,411.41
Gujarat,Arid,Regenerative Agriculture,195.3,3,800,7.6,Low,54.57
Haryana,Humid Subtropical,Regenerative Agriculture,247.31,3,600,3.6,Low,153.92
Kerala,Tropical Wet,Afforestation,67.01,9,3000,52.3,High,1054.09
Himachal Pradesh,Subtropical,Regenerative Agriculture,235.12,10,1600,27.1,Medium,623.97
Bihar,Humid Subtropical,Afforestation,499.94,6,1100,7.7,Medium,2016.58
Mizoram,Tropical Wet,Regenerative Agriculture,149.98,10,2500,84.5,High,844.57
Manipur,Subtropical,Regenerative Agriculture,139.85,7,1500,74.3,Medium,300.85
West Bengal,Humid Subtropical,Afforestation,32.85,7,1750,18.9,Medium,216.54
Arunachal Pradesh,Subtropical,Regenerative Agriculture,245.99,5,2800,79.3,High,879.03
Punjab,Humid Subtropical,Afforestation,254.79,2,700,3.6,Medium,547.58
Nagaland,Tropical Wet,Reforestation,363.07,4,2000,73.9,High,4223.14
Manipur,Subtropical,Reforestation,366.36,6,1500,74.3,Medium,2878.13
Haryana,Humid Subtropical,Reforestation,182.83,3,600,3.6,Low,405.88
Karnataka,Tropical Dry,Regenerative Agriculture,216.76,6,1300,20.1,Medium,295.52
Nagaland,Tropical Wet,Regenerative Agriculture,269.32,6,2000,73.9,High,905.5
Goa,Tropical Wet,Afforestation,220.35,8,2900,60.0,High,3336.07
Maharashtra,Tropical Dry,Regenerative Agriculture,231.02,6,1100,16.5,Medium,267.12
Himachal Pradesh,Subtropical,Regenerative Agriculture,124.99,4,1600,27.1,Medium,205.78
Meghalaya,Tropical Wet,Regenerative Agriculture,28.75,7,2800,76.3,High,149.87
West Bengal,Humid Subtropical,Regenerative Agriculture,110.6,6,1750,18.9,Medium,235.71
Nagaland,Tropical Wet,Reforestation,123.16,7,2000,73.9,High,1929.52
Goa,Tropical Wet,Regenerative Agriculture,77.86,4,2900,60.0,High,300.01
Goa,Tropical Wet,Regenerative Agriculture,131.83,7,2900,60.0,High,640.85
Sikkim,Subtropical,Reforestation,23.73,5,2700,47.3,High,356.39
Punjab,Humid Subtropical,Reforestation,102.57,5,700,3.6,Medium,332.63
Uttar Pradesh,Humid Subtropical,Regenerative Agriculture,120.29,1,1000,6.1,Medium,85.5
Haryana,Humid Subtropical,Afforestation,170.12,7,600,3.6,Low,477.4
Uttarakhand,Subtropical,Regenerative Agriculture,227.83,1,1800,45.4,High,356.93
Mizoram,Tropical Wet,Reforestation,125.94,2,2500,84.5,High,1513.18
West Bengal,Humid Subtropical,Afforestation,215.56,2,1750,18.9,Medium,876.24
Assam,Tropical Wet,Afforestation,62.7,8,2700,34.2,Medium,785.95
Tamil Nadu,Tropical Dry,Regenerative Agriculture,65.38,4,1000,17.4,Medium,55.56
Chhattisgarh,Humid Subtropical,Regenerative Agriculture,168.69,4,1400,41.1,Medium,233.59
Nagaland,Tropical Wet,Regenerative Agriculture,101.7,7,2000,73.9,High,361.85
Odisha,Humid Subtropical,Reforestation,312.8,3,1500,33.2,Medium,1696.59
Manipur,Subtropical,Regenerative Agriculture,184.28,1,1500,74.3,Medium,211.02
Gujarat,Arid,Afforestation,165.6,7,800,7.6,Low,204.02
Mizoram,Tropical Wet,Regenerative Agriculture,85.22,2,2500,84.5,High,261.91
Meghalaya,Tropical Wet,Reforestation,101.67,6,2800,76.3,High,1893.96
Himachal Pradesh,Subtropical,Regenerative Agriculture,154.04,8,1600,27.1,Medium,353.87
Tripura,Tropical Wet,Reforestation,277.79,1,2200,73.7,Medium,2257.55
West Bengal,Humid Subtropical,Reforestation,166.28,10,1750,18.9,Medium,1681.58
Manipur,Subtropical,Reforestation,193.49,10,1500,74.3,Medium,2082.54
Mizoram,Tropical Wet,Afforestation,355.49,4,2500,84.5,High,3592.94
Andhra Pradesh,Tropical Dry,Regenerative Agriculture,269.65,9,900,23.0,Low,267.32
Tamil Nadu,Tropical Dry,Afforestation,150.05,4,1000,17.4,Medium,387.99
Haryana,Humid Subtropical,Reforestation,77.03,9,600,3.6,Low,285.4
Haryana,Humid Subtropical,Regenerative Agriculture,107.58,2,600,3.6,Low,55.99
Tripura,Tropical Wet,Regenerative Agriculture,227.13,8,2200,73.7,Medium,851.35
West Bengal,Humid Subtropical,Regenerative Agriculture,166.31,5,1750,18.9,Medium,297.22
Nagaland,Tropical Wet,Reforestation,44.65,2,2000,73.9,High,428.13
Sikkim,Subtropical,Reforestation,334.07,5,2700,47.3,High,4739.11
Manipur,Subtropical,Regenerative Agriculture,193.22,2,1500,74.3,Medium,235.81
Mizoram,Tropical Wet,Regenerative Agriculture,157.45,5,2500,84.5,High,639.16
Gujarat,Arid,Reforestation,392.94,4,800,7.6,Low,464.41
Tamil Nadu,Tropical Dry,Regenerative Agriculture,267.6,4,1000,17.4,Medium,240.08
Chhattisgarh,Humid Subtropical,Regenerative Agriculture,160.4,7,1400,41.1,Medium,290.5
Andhra Pradesh,Tropical Dry,Reforestation,117.47,2,900,23.0,Low,241.56
Andhra Pradesh,Tropical Dry,Afforestation,117.81,7,900,23.0,Low,297.45
Maharashtra,Tropical Dry,Regenerative Agriculture,78.36,4,1100,16.5,Medium,75.73
Arunachal Pradesh,Subtropical,Afforestation,371.26,10,2800,79.3,High,5300.36
Punjab,Humid Subtropical,Reforestation,115.44,6,700,3.6,Medium,399.66
Andhra Pradesh,Tropical Dry,Afforestation,360.29,8,900,23.0,Low,936.81
Tripura,Tropical Wet,Regenerative Agriculture,269.06,1,2200,73.7,Medium,538.59
Nagaland,Tropical Wet,Afforestation,341.75,5,2000,73.9,High,3201.01
Punjab,Humid Subtropical,Regenerative Agriculture,220.86,6,700,3.6,Medium,194.36
Andhra Pradesh,Tropical Dry,Regenerative Agriculture,287.78,2,900,23.0,Low,165.15
Assam,Tropical Wet,Regenerative Agriculture,11.56,7,2700,34.2,Medium,49.19
West Bengal,Humid Subtropical,Afforestation,267.99,3,1750,18.9,Medium,1221.16
Tripura,Tropical Wet,Regenerative Agriculture,216.94,6,2200,73.7,Medium,727.03
Nagaland,Tropical Wet,Reforestation,210.32,5,2000,73.9,High,2844.4
Karnataka,Tropical Dry,Reforestation,256.03,2,1300,20.1,Medium,895.28
Tamil Nadu,Tropical Dry,Reforestation,385.36,4,1000,17.4,Medium,1290.91
Mizoram,Tropical Wet,Reforestation,208.68,4,2500,84.5,High,3115.07
Uttarakhand,Subtropical,Reforestation,289.82,2,1800,45.4,High,2196.18
Assam,Tropical Wet,Reforestation,27.49,7,2700,34.2,Medium,512.51
Telangana,Tropical Dry,Afforestation,458.2,3,950,24.0,Low,808.89
Sikkim,Subtropical,Reforestation,264.7,7,2700,47.3,High,4519.74
Madhya Pradesh,Humid Subtropical,Afforestation,169.92,9,1200,25.1,Medium,896.8
Odisha,Humid Subtropical,Regenerative Agriculture,47.09,10,1500,33.2,Medium,107.03
Himachal Pradesh,Subtropical,Afforestation,162.85,1,1600,27.1,Medium,604.6
Karnataka,Tropical Dry,Regenerative Agriculture,41.91,4,1300,20.1,Medium,51.57
Odisha,Humid Subtropical,Regenerative Agriculture,274.94,4,1500,33.2,Medium,413.19
Sikkim,Subtropical,Reforestation,96.16,3,2700,47.3,High,1197.22
Andhra Pradesh,Tropical Dry,Afforestation,495.78,3,900,23.0,Low,898.26
Madhya Pradesh,Humid Subtropical,Reforestation,176.36,6,1200,25.1,Medium,932.0
Uttarakhand,Subtropical,Reforestation,172.03,4,1800,45.4,High,1617.01
Nagaland,Tropical Wet,Regenerative Agriculture,181.76,8,2000,73.9,High,741.82
Uttar Pradesh,Humid Subtropical,Regenerative Agriculture,271.57,6,1000,6.1,Medium,325.07
Himachal Pradesh,Subtropical,Afforestation,490.19,2,1600,27.1,Medium,1957.49
West Bengal,Humid Subtropical,Afforestation,50.8,1,1750,18.9,Medium,173.01
Andhra Pradesh,Tropical Dry,Regenerative Agriculture,102.14,1,900,23.0,Low,49.05
Kerala,Tropical Wet,Regenerative Agriculture,87.84,7,3000,52.3,High,442.63
Karnataka,Tropical Dry,Reforestation,227.29,7,1300,20.1,Medium,1335.71
Jharkhand,Humid Subtropical,Regenerative Agriculture,236.11,8,1300,29.6,Medium,410.37
Mizoram,Tropical Wet,Reforestation,332.83,10,2500,84.5,High,7862.49
Uttar Pradesh,Humid Subtropical,Regenerative Agriculture,12.76,2,1000,6.1,Medium,10.21
Tripura,Tropical Wet,Afforestation,148.39,5,2200,73.7,Medium,1249.36
Rajasthan,Arid,Afforestation,53.17,9,500,4.8,Very Low,64.53
Maharashtra,Tropical Dry,Reforestation,108.49,1,1100,16.5,Medium,288.28
Maharashtra,Tropical Dry,Reforestation,236.88,1,1100,16.5,Medium,638.47
Meghalaya,Tropical Wet,Afforestation,180.8,8,2800,76.3,High,2615.48
Himachal Pradesh,Subtropical,Reforestation,220.67,2,1600,27.1,Medium,1176.22
Tamil Nadu,Tropical Dry,Afforestation,24.97,4,1000,17.4,Medium,63.17
Punjab,Humid Subtropical,Afforestation,122.64,9,700,3.6,Medium,472.37
Telangana,Tropical Dry,Afforestation,168.2,7,950,24.0,Low,443.33
Tripura,Tropical Wet,Afforestation,439.68,4,2200,73.7,Medium,3431.21
Goa,Tropical Wet,Regenerative Agriculture,287.64,9,2900,60.0,High,1612.59
West Bengal,Humid Subtropical,Regenerative Agriculture,224.06,4,1750,18.9,Medium,392.75
Sikkim,Subtropical,Regenerative Agriculture,213.76,2,2700,47.3,High,565.31
Sikkim,Subtropical,Afforestation,369.72,8,2700,47.3,High,4868.56
Bihar,Humid Subtropical,Reforestation,335.33,4,1100,7.7,Medium,1367.13
Haryana,Humid Subtropical,Reforestation,138.14,4,600,3.6,Low,349.34
Uttarakhand,Subtropical,Regenerative Agriculture,237.5,9,1800,45.4,High,787.92
Sikkim,Subtropical,Reforestation,317.56,9,2700,47.3,High,6274.25
Goa,Tropical Wet,Regenerative Agriculture,172.36,10,2900,60.0,High,972.31
Kerala,Tropical Wet,Afforestation,244.57,1,3000,52.3,High,1924.68
Maharashtra,Tropical Dry,Regenerative Agriculture,160.12,2,1100,16.5,Medium,131.38
Gujarat,Arid,Regenerative Agriculture,32.69,4,800,7.6,Low,9.39
Goa,Tropical Wet,Reforestation,124.43,5,2900,60.0,High,2308.68
Meghalaya,Tropical Wet,Afforestation,77.16,4,2800,76.3,High,805.12
Gujarat,Arid,Reforestation,317.12,1,800,7.6,Low,244.33
Tamil Nadu,Tropical Dry,Regenerative Agriculture,281.81,1,1000,17.4,Medium,176.64
Himachal Pradesh,Subtropical,Regenerative Agriculture,136.0,10,1600,27.1,Medium,375.45
Mizoram,Tropical Wet,Reforestation,99.6,7,2500,84.5,High,1879.73
Uttarakhand,Subtropical,Afforestation,256.87,2,1800,45.4,High,1299.15
Odisha,Humid Subtropical,Regenerative Agriculture,278.8,8,1500,33.2,Medium,554.13
West Bengal,Humid Subtropical,Regenerative Agriculture,150.46,2,1750,18.9,Medium,220.44
Kerala,Tropical Wet,Regenerative Agriculture,120.77,5,3000,52.3,High,474.24
Telangana,Tropical Dry,Regenerative Agriculture,28.28,5,950,24.0,Low,21.77
Chhattisgarh,Humid Subtropical,Regenerative Agriculture,187.08,4,1400,41.1,Medium,267.72
Tamil Nadu,Tropical Dry,Afforestation,357.26,5,1000,17.4,Medium,953.01
Karnataka,Tropical Dry,Afforestation,58.07,2,1300,20.1,Medium,149.46
Andhra Pradesh,Tropical Dry,Regenerative Agriculture,99.19,5,900,23.0,Low,75.79
Sikkim,Subtropical,Reforestation,348.66,9,2700,47.3,High,6962.72
Meghalaya,Tropical Wet,Afforestation,326.39,4,2800,76.3,High,3416.94
Uttar Pradesh,Humid Subtropical,Afforestation,97.6,8,1000,6.1,Medium,422.42
West Bengal,Humid Subtropical,Regenerative Agriculture,132.67,10,1750,18.9,Medium,351.46
Madhya Pradesh,Humid Subtropical,Reforestation,108.29,10,1200,25.1,Medium,772.19
Himachal Pradesh,Subtropical,Reforestation,74.64,3,1600,27.1,Medium,416.98
Nagaland,Tropical Wet,Reforestation,350.53,2,2000,73.9,High,3275.45
Gujarat,Arid,Afforestation,445.78,7,800,7.6,Low,559.12
Bihar,Humid Subtropical,Regenerative Agriculture,133.12,2,1100,7.7,Medium,116.0
Tripura,Tropical Wet,Afforestation,344.38,4,2200,73.7,Medium,2617.59
Assam,Tropical Wet,Afforestation,210.69,9,2700,34.2,Medium,2921.67
Bihar,Humid Subtropical,Regenerative Agriculture,126.98,4,1100,7.7,Medium,140.34
Himachal Pradesh,Subtropical,Regenerative Agriculture,277.92,8,1600,27.1,Medium,686.22
West Bengal,Humid Subtropical,Regenerative Agriculture,21.82,4,1750,18.9,Medium,38.59
Uttarakhand,Subtropical,Regenerative Agriculture,33.46,9,1800,45.4,High,108.23
Tripura,Tropical Wet,Regenerative Agriculture,131.02,10,2200,73.7,Medium,567.12
Meghalaya,Tropical Wet,Regenerative Agriculture,61.95,8,2800,76.3,High,326.68
Chhattisgarh,Humid Subtropical,Afforestation,36.13,7,1400,41.1,Medium,187.75
Chhattisgarh,Humid Subtropical,Regenerative Agriculture,181.1,7,1400,41.1,Medium,318.27
Assam,Tropical Wet,Afforestation,329.22,6,2700,34.2,Medium,3855.54
Bihar,Humid Subtropical,Regenerative Agriculture,224.82,2,1100,7.7,Medium,197.77
Himachal Pradesh,Subtropical,Afforestation,68.14,10,1600,27.1,Medium,522.08
Manipur,Subtropical,Reforestation,67.78,2,1500,74.3,Medium,380.45
West Bengal,Humid Subtropical,Regenerative Agriculture,29.41,8,1750,18.9,Medium,69.06
Assam,Tropical Wet,Afforestation,151.66,6,2700,34.2,Medium,1698.47
Uttar Pradesh,Humid Subtropical,Reforestation,119.89,10,1000,6.1,Medium,688.75
Maharashtra,Tropical Dry,Regenerative Agriculture,103.22,8,1100,16.5,Medium,138.74
Uttarakhand,Subtropical,Reforestation,235.22,5,1800,45.4,High,2316.4
Gujarat,Arid,Afforestation,44.73,9,800,7.6,Low,66.69
Rajasthan,Arid,Regenerative Agriculture,173.96,5,500,4.8,Very Low,49.08
Andhra Pradesh,Tropical Dry,Regenerative Agriculture,22.26,8,900,23.0,Low,21.67
Odisha,Humid Subtropical,Afforestation,185.72,4,1500,33.2,Medium,804.48
Odisha,Humid Subtropical,Regenerative Agriculture,28.12,2,1500,33.2,Medium,35.44
Nagaland,Tropical Wet,Regenerative Agriculture,93.25,8,2000,73.9,High,374.12
Telangana,Tropical Dry,Afforestation,400.53,9,950,24.0,Low,1173.61
Uttar Pradesh,Humid Subtropical,Afforestation,267.17,8,1000,6.1,Medium,1193.64
